RegionID,SizeRank,RegionName,RegionType,StateName,date,price
395078,15,"Seattle, WA",Msa,WA,2008-03-08,355050.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,2008-03-08,215475.0
395056,17,"San Diego, CA",Msa,CA,2008-03-08,460000.0
395121,18,"St. Louis, MO",Msa,MO,2008-03-08,145675.0
395148,19,"Tampa, FL",Msa,FL,2008-03-08,176225.0
394358,20,"Baltimore, MD",Msa,MD,2008-03-08,259858.0
394530,21,"Denver, CO",Msa,CO,2008-03-08,243688.0
394982,22,"Pittsburgh, PA",Msa,PA,2008-03-08,118975.0
394998,23,"Portland, OR",Msa,OR,2008-03-08,275931.0
394458,24,"Charlotte, NC",Msa,NC,2008-03-08,172036.0
395045,25,"Sacramento, CA",Msa,CA,2008-03-08,334563.0
395055,26,"San Antonio, TX",Msa,TX,2008-03-08,145604.0
394943,27,"Orlando, FL",Msa,FL,2008-03-08,223238.0
394466,28,"Cincinnati, OH",Msa,OH,2008-03-08,141523.0
394475,29,"Cleveland, OH",Msa,OH,2008-03-08,128125.0
394735,30,"Kansas City, MO",Msa,MO,2008-03-08,149136.0
394775,31,"Las Vegas, NV",Msa,NV,2008-03-08,266101.0
394492,32,"Columbus, OH",Msa,OH,2008-03-08,149038.0
394705,33,"Indianapolis, IN",Msa,IN,2008-03-08,116531.0
395059,34,"San Jose, CA",Msa,CA,2008-03-08,721125.0
394355,35,"Austin, TX",Msa,TX,2008-03-08,183047.0
395194,36,"Virginia Beach, VA",Msa,VA,2008-03-08,220857.0
394902,37,"Nashville, TN",Msa,TN,2008-03-08,162438.0
395005,38,"Providence, RI",Msa,RI,2008-03-08,255563.0
394862,39,"Milwaukee, WI",Msa,WI,2008-03-08,170150.0
394714,40,"Jacksonville, FL",Msa,FL,2008-03-08,182188.0
394849,41,"Memphis, TN",Msa,TN,2008-03-08,136875.0
394935,42,"Oklahoma City, OK",Msa,OK,2008-03-08,116088.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,2008-03-08,136163.0
394669,44,"Hartford, CT",Msa,CT,2008-03-08,230975.0
395022,45,"Richmond, VA",Msa,VA,2008-03-08,206925.0
394910,46,"New Orleans, LA",Msa,LA,2008-03-08,162750.0
395012,48,"Raleigh, NC",Msa,NC,2008-03-08,198375.0
394388,49,"Birmingham, AL",Msa,AL,2008-03-08,144963.0
395053,50,"Salt Lake City, UT",Msa,UT,2008-03-08,222221.0
395031,51,"Rochester, NY",Msa,NY,2008-03-08,107319.0
394640,52,"Grand Rapids, MI",Msa,MI,2008-03-08,123656.0
395167,53,"Tucson, AZ",Msa,AZ,2008-03-08,216886.0
753924,54,"Urban Honolulu, HI",Msa,HI,2008-03-08,389175.0
395169,55,"Tulsa, OK",Msa,OK,2008-03-08,118125.0
394619,56,"Fresno, CA",Msa,CA,2008-03-08,258938.0
395238,57,"Worcester, MA",Msa,MA,2008-03-08,228500.0
394415,58,"Stamford, CT",Msa,CT,2008-03-08,401344.0
394308,60,"Albany, NY",Msa,NY,2008-03-08,173288.0
394938,61,"Omaha, NE",Msa,NE,2008-03-08,133113.0
394908,62,"New Haven, CT",Msa,CT,2008-03-08,235613.0
394357,63,"Bakersfield, CA",Msa,CA,2008-03-08,232188.0
394753,64,"Knoxville, TN",Msa,TN,2008-03-08,136963.0
394653,65,"Greenville, SC",Msa,SC,2008-03-08,142013.0
394952,66,"Ventura, CA",Msa,CA,2008-03-08,513375.0
394318,67,"Allentown, PA",Msa,PA,2008-03-08,194959.0
394561,68,"El Paso, TX",Msa,TX,2008-03-08,131475.0
394367,69,"Baton Rouge, LA",Msa,LA,2008-03-08,167277.0
394521,70,"Dayton, OH",Msa,OH,2008-03-08,122338.0
394486,72,"Columbia, SC",Msa,SC,2008-03-08,142332.0
394648,73,"Greensboro, NC",Msa,NC,2008-03-08,140063.0
394798,76,"Little Rock, AR",Msa,AR,2008-03-08,134625.0
395134,77,"Stockton, CA",Msa,CA,2008-03-08,311875.0
394457,78,"Charleston, SC",Msa,SC,2008-03-08,201382.0
395143,79,"Syracuse, NY",Msa,NY,2008-03-08,112340.0
395235,81,"Winston-Salem, NC",Msa,NC,2008-03-08,132250.0
395224,82,"Wichita, KS",Msa,KS,2008-03-08,94500.0
395115,83,"Springfield, MA",Msa,MA,2008-03-08,184075.0
394440,84,"Fort Myers, FL",Msa,FL,2008-03-08,218113.0
394399,85,"Boise City, ID",Msa,ID,2008-03-08,189949.0
394816,87,"Madison, WI",Msa,WI,2008-03-08,200325.0
394766,88,"Lakeland, FL",Msa,FL,2008-03-08,172063.0
394931,89,"Ogden, UT",Msa,UT,2008-03-08,190300.0
394528,90,"Daytona Beach, FL",Msa,FL,2008-03-08,174738.0
394531,91,"Des Moines, IA",Msa,IA,2008-03-08,152250.0
394711,92,"Jackson, MS",Msa,MS,2008-03-08,133038.0
394352,94,"Augusta, GA",Msa,GA,2008-03-08,123148.0
394666,96,"Harrisburg, PA",Msa,PA,2008-03-08,156484.0
395006,100,"Provo, UT",Msa,UT,2008-03-08,209657.0
394602,159,"Fort Collins, CO",Msa,CO,2008-03-08,231600.0
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,2008-03-15,509688.0
394463,3,"Chicago, IL",Msa,IL,2008-03-15,251000.0
394514,4,"Dallas-Fort Worth, TX",Msa,TX,2008-03-15,149213.0
394974,5,"Philadelphia, PA",Msa,PA,2008-03-15,219000.0
394692,6,"Houston, TX",Msa,TX,2008-03-15,154154.0
395209,7,"Washington, DC",Msa,DC,2008-03-15,365000.0
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,2008-03-15,269800.0
394347,9,"Atlanta, GA",Msa,GA,2008-03-15,181575.0
394404,10,"Boston, MA",Msa,MA,2008-03-15,324050.0
395057,11,"San Francisco, CA",Msa,CA,2008-03-15,589313.0
394532,12,"Detroit, MI",Msa,MI,2008-03-15,131613.0
395025,13,"Riverside, CA",Msa,CA,2008-03-15,321250.0
394976,14,"Phoenix, AZ",Msa,AZ,2008-03-15,226536.0
395078,15,"Seattle, WA",Msa,WA,2008-03-15,354113.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,2008-03-15,215975.0
395056,17,"San Diego, CA",Msa,CA,2008-03-15,454313.0
395121,18,"St. Louis, MO",Msa,MO,2008-03-15,147800.0
395148,19,"Tampa, FL",Msa,FL,2008-03-15,178725.0
394358,20,"Baltimore, MD",Msa,MD,2008-03-15,258185.0
394530,21,"Denver, CO",Msa,CO,2008-03-15,245875.0
394982,22,"Pittsburgh, PA",Msa,PA,2008-03-15,123538.0
394998,23,"Portland, OR",Msa,OR,2008-03-15,274931.0
394458,24,"Charlotte, NC",Msa,NC,2008-03-15,175474.0
395045,25,"Sacramento, CA",Msa,CA,2008-03-15,338313.0
395055,26,"San Antonio, TX",Msa,TX,2008-03-15,144104.0
394943,27,"Orlando, FL",Msa,FL,2008-03-15,218625.0
394466,28,"Cincinnati, OH",Msa,OH,2008-03-15,144049.0
394475,29,"Cleveland, OH",Msa,OH,2008-03-15,126406.0
394735,30,"Kansas City, MO",Msa,MO,2008-03-15,148142.0
394775,31,"Las Vegas, NV",Msa,NV,2008-03-15,264716.0
394492,32,"Columbus, OH",Msa,OH,2008-03-15,154038.0
394705,33,"Indianapolis, IN",Msa,IN,2008-03-15,115641.0
395059,34,"San Jose, CA",Msa,CA,2008-03-15,719375.0
394355,35,"Austin, TX",Msa,TX,2008-03-15,184297.0
395194,36,"Virginia Beach, VA",Msa,VA,2008-03-15,222869.0
394902,37,"Nashville, TN",Msa,TN,2008-03-15,164063.0
395005,38,"Providence, RI",Msa,RI,2008-03-15,249255.0
394862,39,"Milwaukee, WI",Msa,WI,2008-03-15,175988.0
394714,40,"Jacksonville, FL",Msa,FL,2008-03-15,182963.0
394849,41,"Memphis, TN",Msa,TN,2008-03-15,145875.0
394935,42,"Oklahoma City, OK",Msa,OK,2008-03-15,121900.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,2008-03-15,136613.0
394669,44,"Hartford, CT",Msa,CT,2008-03-15,230750.0
395022,45,"Richmond, VA",Msa,VA,2008-03-15,210688.0
394910,46,"New Orleans, LA",Msa,LA,2008-03-15,165563.0
395012,48,"Raleigh, NC",Msa,NC,2008-03-15,198375.0
394388,49,"Birmingham, AL",Msa,AL,2008-03-15,149963.0
395053,50,"Salt Lake City, UT",Msa,UT,2008-03-15,223159.0
395031,51,"Rochester, NY",Msa,NY,2008-03-15,104903.0
394640,52,"Grand Rapids, MI",Msa,MI,2008-03-15,122531.0
395167,53,"Tucson, AZ",Msa,AZ,2008-03-15,220261.0
753924,54,"Urban Honolulu, HI",Msa,HI,2008-03-15,398550.0
395169,55,"Tulsa, OK",Msa,OK,2008-03-15,119563.0
394619,56,"Fresno, CA",Msa,CA,2008-03-15,254813.0
395238,57,"Worcester, MA",Msa,MA,2008-03-15,228563.0
394415,58,"Stamford, CT",Msa,CT,2008-03-15,407250.0
394308,60,"Albany, NY",Msa,NY,2008-03-15,174538.0
394938,61,"Omaha, NE",Msa,NE,2008-03-15,131613.0
394908,62,"New Haven, CT",Msa,CT,2008-03-15,231125.0
394357,63,"Bakersfield, CA",Msa,CA,2008-03-15,232500.0
394753,64,"Knoxville, TN",Msa,TN,2008-03-15,141538.0
394653,65,"Greenville, SC",Msa,SC,2008-03-15,137388.0
394952,66,"Ventura, CA",Msa,CA,2008-03-15,502625.0
394318,67,"Allentown, PA",Msa,PA,2008-03-15,194875.0
394561,68,"El Paso, TX",Msa,TX,2008-03-15,131869.0
394367,69,"Baton Rouge, LA",Msa,LA,2008-03-15,168900.0
394521,70,"Dayton, OH",Msa,OH,2008-03-15,124625.0
394486,72,"Columbia, SC",Msa,SC,2008-03-15,141995.0
394648,73,"Greensboro, NC",Msa,NC,2008-03-15,138375.0
394798,76,"Little Rock, AR",Msa,AR,2008-03-15,136250.0
395134,77,"Stockton, CA",Msa,CA,2008-03-15,305625.0
394457,78,"Charleston, SC",Msa,SC,2008-03-15,206180.0
395143,79,"Syracuse, NY",Msa,NY,2008-03-15,112500.0
395235,81,"Winston-Salem, NC",Msa,NC,2008-03-15,134125.0
395224,82,"Wichita, KS",Msa,KS,2008-03-15,102063.0
395115,83,"Springfield, MA",Msa,MA,2008-03-15,181575.0
394440,84,"Fort Myers, FL",Msa,FL,2008-03-15,215925.0
394399,85,"Boise City, ID",Msa,ID,2008-03-15,191074.0
394816,87,"Madison, WI",Msa,WI,2008-03-15,200413.0
394766,88,"Lakeland, FL",Msa,FL,2008-03-15,173163.0
394931,89,"Ogden, UT",Msa,UT,2008-03-15,185094.0
394528,90,"Daytona Beach, FL",Msa,FL,2008-03-15,172625.0
394531,91,"Des Moines, IA",Msa,IA,2008-03-15,152500.0
394711,92,"Jackson, MS",Msa,MS,2008-03-15,132600.0
394352,94,"Augusta, GA",Msa,GA,2008-03-15,129550.0
394666,96,"Harrisburg, PA",Msa,PA,2008-03-15,155846.0
395006,100,"Provo, UT",Msa,UT,2008-03-15,209032.0
394602,159,"Fort Collins, CO",Msa,CO,2008-03-15,230475.0
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,2008-03-22,502188.0
394463,3,"Chicago, IL",Msa,IL,2008-03-22,249750.0
394514,4,"Dallas-Fort Worth, TX",Msa,TX,2008-03-22,150713.0
394974,5,"Philadelphia, PA",Msa,PA,2008-03-22,220625.0
394692,6,"Houston, TX",Msa,TX,2008-03-22,153654.0
395209,7,"Washington, DC",Msa,DC,2008-03-22,361250.0
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,2008-03-22,267750.0
394347,9,"Atlanta, GA",Msa,GA,2008-03-22,183350.0
394404,10,"Boston, MA",Msa,MA,2008-03-22,331300.0
395057,11,"San Francisco, CA",Msa,CA,2008-03-22,583688.0
394532,12,"Detroit, MI",Msa,MI,2008-03-22,132863.0
395025,13,"Riverside, CA",Msa,CA,2008-03-22,317625.0
394976,14,"Phoenix, AZ",Msa,AZ,2008-03-22,226202.0
395078,15,"Seattle, WA",Msa,WA,2008-03-22,352731.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,2008-03-22,217225.0
395056,17,"San Diego, CA",Msa,CA,2008-03-22,448438.0
395121,18,"St. Louis, MO",Msa,MO,2008-03-22,149800.0
395148,19,"Tampa, FL",Msa,FL,2008-03-22,178663.0
394358,20,"Baltimore, MD",Msa,MD,2008-03-22,255685.0
394530,21,"Denver, CO",Msa,CO,2008-03-22,244382.0
394982,22,"Pittsburgh, PA",Msa,PA,2008-03-22,123763.0
394998,23,"Portland, OR",Msa,OR,2008-03-22,274931.0
394458,24,"Charlotte, NC",Msa,NC,2008-03-22,174974.0
395045,25,"Sacramento, CA",Msa,CA,2008-03-22,336125.0
395055,26,"San Antonio, TX",Msa,TX,2008-03-22,147186.0
394943,27,"Orlando, FL",Msa,FL,2008-03-22,219875.0
394466,28,"Cincinnati, OH",Msa,OH,2008-03-22,145059.0
394475,29,"Cleveland, OH",Msa,OH,2008-03-22,124031.0
394735,30,"Kansas City, MO",Msa,MO,2008-03-22,150306.0
394775,31,"Las Vegas, NV",Msa,NV,2008-03-22,266323.0
394492,32,"Columbus, OH",Msa,OH,2008-03-22,150163.0
394705,33,"Indianapolis, IN",Msa,IN,2008-03-22,121891.0
395059,34,"San Jose, CA",Msa,CA,2008-03-22,702000.0
394355,35,"Austin, TX",Msa,TX,2008-03-22,190243.0
395194,36,"Virginia Beach, VA",Msa,VA,2008-03-22,222900.0
394902,37,"Nashville, TN",Msa,TN,2008-03-22,164050.0
395005,38,"Providence, RI",Msa,RI,2008-03-22,249255.0
394862,39,"Milwaukee, WI",Msa,WI,2008-03-22,176488.0
394714,40,"Jacksonville, FL",Msa,FL,2008-03-22,188225.0
394849,41,"Memphis, TN",Msa,TN,2008-03-22,144625.0
394935,42,"Oklahoma City, OK",Msa,OK,2008-03-22,118609.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,2008-03-22,136425.0
394669,44,"Hartford, CT",Msa,CT,2008-03-22,235000.0
395022,45,"Richmond, VA",Msa,VA,2008-03-22,216938.0
394910,46,"New Orleans, LA",Msa,LA,2008-03-22,166500.0
395012,48,"Raleigh, NC",Msa,NC,2008-03-22,201688.0
394388,49,"Birmingham, AL",Msa,AL,2008-03-22,149325.0
395053,50,"Salt Lake City, UT",Msa,UT,2008-03-22,224309.0
395031,51,"Rochester, NY",Msa,NY,2008-03-22,106108.0
394640,52,"Grand Rapids, MI",Msa,MI,2008-03-22,126844.0
395167,53,"Tucson, AZ",Msa,AZ,2008-03-22,218156.0
753924,54,"Urban Honolulu, HI",Msa,HI,2008-03-22,383875.0
395169,55,"Tulsa, OK",Msa,OK,2008-03-22,120063.0
394619,56,"Fresno, CA",Msa,CA,2008-03-22,246375.0
