date,size_rank,region_name,list_price,sale_price,list_divided_by_sale,list_minus_sale
2020-10-17,36.4,California,725686.4,603871.6,83.21385105191443,121814.80000000005
2020-10-24,36.4,California,724594.2,607077.9,83.78177744177361,117516.29999999993
2020-10-31,36.4,California,723247.8,608359.1,84.11489118943742,114888.70000000007
2020-11-07,36.4,California,723224.9,604732.5,83.61610613793854,118492.40000000002
2020-11-14,36.4,California,723552.3,608313.8,84.07323147200279,115238.5
2020-11-21,36.4,California,724490.1,606988.8,83.78151751141942,117501.29999999993
2020-11-28,36.4,California,724460.5,606926.3,83.77631354642524,117534.19999999995
2020-12-05,36.4,California,724017.0,608618.8,84.06139634842829,115398.19999999995
2020-12-12,36.4,California,723032.4,605762.6,83.78083748390804,117269.80000000005
2020-12-19,36.4,California,721351.5,603400.1,83.64855413761529,117951.40000000002
2020-12-26,36.4,California,721324.9,598081.4,82.91428730659374,123243.5
2021-01-02,36.4,California,722173.1,596706.4,82.62650602743304,125466.69999999995
2021-01-09,36.4,California,704342.7777777778,599031.3,85.04826327458932,105311.4777777777
2021-01-16,36.4,California,702970.0,596512.6,84.85605360114941,106457.40000000002
2021-01-23,36.4,California,701538.3333333334,597500.1,85.16998595942725,104038.2333333334
2021-01-30,36.4,California,699723.3333333334,596431.4,85.23817508824916,103291.93333333335
2021-02-06,36.4,California,700672.3333333334,593762.7,84.74185032756633,106909.63333333342
2021-02-13,36.4,California,701842.6666666666,599106.5,85.36193771823505,102736.16666666663
2021-02-20,36.4,California,703575.8888888889,609219.0,86.588953604152,94356.88888888888
2021-02-27,36.4,California,704994.4444444445,614350.2,87.14255904301845,90644.24444444454
2021-03-06,36.4,California,706111.5555555555,621825.2,88.06330885078908,84286.35555555555
2021-03-13,36.4,California,705883.2222222222,631081.5,89.403102401735,74801.72222222225
2021-03-20,36.4,California,705535.8888888889,634161.1,89.8836062044564,71374.7888888889
2021-03-27,36.4,California,705526.0,644586.1,91.36248699551824,60939.90000000002
2021-04-03,36.4,California,707214.7777777778,653804.8,92.44784194900403,53409.977777777705
2021-04-10,36.4,California,710960.7777777778,659839.1,92.80949394457923,51121.677777777775
2021-04-17,36.4,California,714652.5555555555,667150.7,93.35315389467422,47501.85555555555
2021-04-24,36.4,California,718772.2222222222,670775.6,93.32241553884325,47996.62222222227
2021-05-01,36.4,California,721707.6666666666,672663.2,93.20438607875857,49044.466666666674
2021-05-08,36.4,California,724127.4444444445,676422.7,93.41210655521502,47704.74444444454
2021-05-15,36.4,California,727141.0,679562.7,93.45679861264871,47578.30000000005
2021-05-22,36.4,California,728143.7777777778,687237.6,94.38212904838392,40906.177777777775
