region_date,date,size_rank,region_name,latitude,longitude,list_price,sale_price,list_divided_by_sale,list_minus_sale
fresno20180818,2018-08-18,56,"Fresno, CA",36.7394421,-119.7848307,345344.0,272500.0,78.90682913269089,72844.0
stockton20180818,2018-08-18,77,"Stockton, CA",37.9577016,-121.2907796,412494.0,383875.0,93.06195968911062,28619.0
sandiego20180818,2018-08-18,17,"San Diego, CA",32.7174202,-117.1627728,741246.0,606000.0,81.7542354360091,135246.0
sanfrancisco20180818,2018-08-18,11,"San Francisco, CA",37.7790262,-122.419906,862817.0,818563.0,94.87098654755296,44254.0
losangeles-longbeach-anaheim20180818,2018-08-18,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,824295.0,654625.0,79.41634972916249,169670.0
riverside20180818,2018-08-18,13,"Riverside, CA",33.9533546,-117.3961623,402813.0,367375.0,91.20236933763309,35438.0
sacramento20180818,2018-08-18,25,"Sacramento, CA",38.5810606,-121.493895,485473.0,409813.0,84.41519919748369,75660.0
sanjose20180818,2018-08-18,34,"San Jose, CA",37.3361905,-121.890583,1213906.0,1105671.0,91.0837412452035,108235.0
ventura20180825,2018-08-25,66,"Ventura, CA",34.4458248,-119.0779359,725971.0,590373.0,81.32184343451736,135598.0
bakersfield20180825,2018-08-25,63,"Bakersfield, CA",35.3738712,-119.0194639,273695.0,242813.0,88.71663713257459,30882.0
fresno20180825,2018-08-25,56,"Fresno, CA",36.7394421,-119.7848307,344033.0,276250.0,80.29752959745142,67783.0
stockton20180825,2018-08-25,77,"Stockton, CA",37.9577016,-121.2907796,411151.0,390875.0,95.06847849087076,20276.0
sandiego20180825,2018-08-25,17,"San Diego, CA",32.7174202,-117.1627728,734727.0,600250.0,81.69701127085298,134477.0
sanfrancisco20180825,2018-08-25,11,"San Francisco, CA",37.7790262,-122.419906,851568.0,809188.0,95.02329819814742,42380.0
losangeles-longbeach-anaheim20180825,2018-08-25,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,816864.0,655875.0,80.29182336349747,160989.0
riverside20180825,2018-08-25,13,"Riverside, CA",33.9533546,-117.3961623,400570.0,368625.0,92.02511421224754,31945.0
sacramento20180825,2018-08-25,25,"Sacramento, CA",38.5810606,-121.493895,482965.0,407250.0,84.32288053999773,75715.0
sanjose20180825,2018-08-25,34,"San Jose, CA",37.3361905,-121.890583,1201261.0,1130625.0,94.11984572878,70636.0
bakersfield20180901,2018-09-01,63,"Bakersfield, CA",35.3738712,-119.0194639,271684.0,243313.0,89.55735339585695,28371.0
ventura20180901,2018-09-01,66,"Ventura, CA",34.4458248,-119.0779359,718358.0,595750.0,82.93218701538787,122608.0
fresno20180901,2018-09-01,56,"Fresno, CA",36.7394421,-119.7848307,342850.0,276250.0,80.57459530406884,66600.0
stockton20180901,2018-09-01,77,"Stockton, CA",37.9577016,-121.2907796,412226.0,393750.0,95.5179925574806,18476.0
sandiego20180901,2018-09-01,17,"San Diego, CA",32.7174202,-117.1627728,729044.0,599000.0,82.16239349065351,130044.0
sanfrancisco20180901,2018-09-01,11,"San Francisco, CA",37.7790262,-122.419906,843899.0,805375.0,95.43499873800064,38524.0
losangeles-longbeach-anaheim20180901,2018-09-01,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,813789.0,654625.0,80.4416132437278,159164.0
riverside20180901,2018-09-01,13,"Riverside, CA",33.9533546,-117.3961623,399323.0,369875.0,92.62551869038349,29448.0
sacramento20180901,2018-09-01,25,"Sacramento, CA",38.5810606,-121.493895,480681.0,403500.0,83.9434052937395,77181.0
sanjose20180901,2018-09-01,34,"San Jose, CA",37.3361905,-121.890583,1183713.0,1123125.0,94.88152955995244,60588.0
ventura20180908,2018-09-08,66,"Ventura, CA",34.4458248,-119.0779359,707301.0,601125.0,84.98856922300406,106176.0
bakersfield20180908,2018-09-08,63,"Bakersfield, CA",35.3738712,-119.0194639,269196.0,242250.0,89.99019301921277,26946.0
fresno20180908,2018-09-08,56,"Fresno, CA",36.7394421,-119.7848307,341563.0,275000.0,80.51223346791076,66563.0
stockton20180908,2018-09-08,77,"Stockton, CA",37.9577016,-121.2907796,413569.0,390625.0,94.45219540149286,22944.0
sandiego20180908,2018-09-08,17,"San Diego, CA",32.7174202,-117.1627728,726707.0,599375.0,82.47822024557352,127332.0
sanfrancisco20180908,2018-09-08,11,"San Francisco, CA",37.7790262,-122.419906,843899.0,805375.0,95.43499873800064,38524.0
losangeles-longbeach-anaheim20180908,2018-09-08,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,808921.0,648750.0,80.19942614915423,160171.0
riverside20180908,2018-09-08,13,"Riverside, CA",33.9533546,-117.3961623,398802.0,370000.0,92.77786971981084,28802.0
sacramento20180908,2018-09-08,25,"Sacramento, CA",38.5810606,-121.493895,478143.0,403250.0,84.33669425255624,74893.0
sanjose20180908,2018-09-08,34,"San Jose, CA",37.3361905,-121.890583,1166165.0,1129485.0,96.85464749842431,36680.0
bakersfield20180915,2018-09-15,63,"Bakersfield, CA",35.3738712,-119.0194639,267964.0,239750.0,89.4709737128868,28214.0
ventura20180915,2018-09-15,66,"Ventura, CA",34.4458248,-119.0779359,698701.0,603625.0,86.39246258413827,95076.0
fresno20180915,2018-09-15,56,"Fresno, CA",36.7394421,-119.7848307,341484.0,276188.0,80.87875273804922,65296.0
stockton20180915,2018-09-15,77,"Stockton, CA",37.9577016,-121.2907796,414107.0,386000.0,93.21262379046962,28107.0
sandiego20180915,2018-09-15,17,"San Diego, CA",32.7174202,-117.1627728,724135.0,593375.0,81.94259357716447,130760.0
riverside20180915,2018-09-15,13,"Riverside, CA",33.9533546,-117.3961623,398802.0,373563.0,93.67129553011269,25239.0
sanfrancisco20180915,2018-09-15,11,"San Francisco, CA",37.7790262,-122.419906,849779.0,790625.0,93.03889599531172,59154.0
losangeles-longbeach-anaheim20180915,2018-09-15,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,806103.0,645813.0,80.11544430426385,160290.0
sanjose20180915,2018-09-15,34,"San Jose, CA",37.3361905,-121.890583,1159715.0,1111360.0,95.83044109975296,48355.0
sacramento20180915,2018-09-15,25,"Sacramento, CA",38.5810606,-121.493895,475605.0,407250.0,85.62777935471662,68355.0
ventura20180922,2018-09-22,66,"Ventura, CA",34.4458248,-119.0779359,692436.0,601500.0,86.86723393930991,90936.0
bakersfield20180922,2018-09-22,63,"Bakersfield, CA",35.3738712,-119.0194639,266456.0,234125.0,87.86628936860119,32331.0
fresno20180922,2018-09-22,56,"Fresno, CA",36.7394421,-119.7848307,340696.0,272438.0,79.96513020405288,68258.0
stockton20180922,2018-09-22,77,"Stockton, CA",37.9577016,-121.2907796,414107.0,383500.0,92.60891508716348,30607.0
sandiego20180922,2018-09-22,17,"San Diego, CA",32.7174202,-117.1627728,721304.0,595625.0,82.57613987999513,125679.0
riverside20180922,2018-09-22,13,"Riverside, CA",33.9533546,-117.3961623,398802.0,373535.0,93.66427450213388,25267.0
sanfrancisco20180922,2018-09-22,11,"San Francisco, CA",37.7790262,-122.419906,856167.0,781250.0,91.2497211408522,74917.0
losangeles-longbeach-anaheim20180922,2018-09-22,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,804796.0,641563.0,79.7174687746957,163233.0
sanjose20180922,2018-09-22,34,"San Jose, CA",37.3361905,-121.890583,1154525.0,1076360.0,93.22968320304888,78165.0
sacramento20180922,2018-09-22,25,"Sacramento, CA",38.5810606,-121.493895,473067.0,407188.0,86.07406561861217,65879.0
ventura20180929,2018-09-29,66,"Ventura, CA",34.4458248,-119.0779359,687744.0,606500.0,88.18688349153173,81244.0
bakersfield20180929,2018-09-29,63,"Bakersfield, CA",35.3738712,-119.0194639,265450.0,236125.0,88.95272179318138,29325.0
fresno20180929,2018-09-29,56,"Fresno, CA",36.7394421,-119.7848307,340696.0,272125.0,79.87325944537065,68571.0
stockton20180929,2018-09-29,77,"Stockton, CA",37.9577016,-121.2907796,413032.0,379750.0,91.94202870479768,33282.0
sandiego20180929,2018-09-29,17,"San Diego, CA",32.7174202,-117.1627728,717668.0,592115.0,82.50542033363617,125553.0
riverside20180929,2018-09-29,13,"Riverside, CA",33.9533546,-117.3961623,398802.0,372848.0,93.49200856565416,25954.0
losangeles-longbeach-anaheim20180929,2018-09-29,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,802490.0,641438.0,79.93096487183641,161052.0
sanfrancisco20180929,2018-09-29,11,"San Francisco, CA",37.7790262,-122.419906,864089.0,785000.0,90.8471233865956,79089.0
sacramento20180929,2018-09-29,25,"Sacramento, CA",38.5810606,-121.493895,470504.0,410625.0,87.27343444476561,59879.0
sanjose20180929,2018-09-29,34,"San Jose, CA",37.3361905,-121.890583,1149364.0,1043110.0,90.75540907841206,106254.0
sandiego20181006,2018-10-06,17,"San Diego, CA",32.7174202,-117.1627728,712733.0,584240.0,81.97179027770568,128493.0
sacramento20181006,2018-10-06,25,"Sacramento, CA",38.5810606,-121.493895,467966.0,409875.0,87.58649132629294,58091.0
sanjose20181006,2018-10-06,34,"San Jose, CA",37.3361905,-121.890583,1149106.0,1015500.0,88.37304826534714,133606.0
fresno20181006,2018-10-06,56,"Fresno, CA",36.7394421,-119.7848307,339382.0,277125.0,81.65577431920373,62257.0
bakersfield20181006,2018-10-06,63,"Bakersfield, CA",35.3738712,-119.0194639,264696.0,236875.0,89.48945205065434,27821.0
ventura20181006,2018-10-06,66,"Ventura, CA",34.4458248,-119.0779359,687745.0,616500.0,89.6407825574886,71245.0
stockton20181006,2018-10-06,77,"Stockton, CA",37.9577016,-121.2907796,411688.0,384875.0,93.48705816054876,26813.0
riverside20181006,2018-10-06,13,"Riverside, CA",33.9533546,-117.3961623,398802.0,372348.0,93.36663306603276,26454.0
sanfrancisco20181006,2018-10-06,11,"San Francisco, CA",37.7790262,-122.419906,869202.0,787500.0,90.60034376359005,81702.0
losangeles-longbeach-anaheim20181006,2018-10-06,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,801209.0,640188.0,79.9027469736361,161021.0
losangeles-longbeach-anaheim20181013,2018-10-13,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,797878.0,639375.0,80.13443157976533,158503.0
sanfrancisco20181013,2018-10-13,11,"San Francisco, CA",37.7790262,-122.419906,869202.0,803750.0,92.46987466664824,65452.0
sacramento20181013,2018-10-13,25,"Sacramento, CA",38.5810606,-121.493895,466672.0,404875.0,86.75793705214797,61797.0
sandiego20181013,2018-10-13,17,"San Diego, CA",32.7174202,-117.1627728,710135.0,580490.0,81.74361213008794,129645.0
riverside20181013,2018-10-13,13,"Riverside, CA",33.9533546,-117.3961623,398777.0,368785.0,92.47900455643128,29992.0
fresno20181013,2018-10-13,56,"Fresno, CA",36.7394421,-119.7848307,339461.0,272688.0,80.32969914069658,66773.0
sanjose20181013,2018-10-13,34,"San Jose, CA",37.3361905,-121.890583,1142138.0,1029250.0,90.1160805436821,112888.0
bakersfield20181013,2018-10-13,63,"Bakersfield, CA",35.3738712,-119.0194639,263439.0,235813.0,89.51332186957892,27626.0
ventura20181013,2018-10-13,66,"Ventura, CA",34.4458248,-119.0779359,687500.0,621125.0,90.34545454545454,66375.0
stockton20181013,2018-10-13,77,"Stockton, CA",37.9577016,-121.2907796,412494.0,380750.0,92.30437291209084,31744.0
sandiego20181020,2018-10-20,17,"San Diego, CA",32.7174202,-117.1627728,708836.0,570240.0,80.44738134067683,138596.0
sacramento20181020,2018-10-20,25,"Sacramento, CA",38.5810606,-121.493895,466418.0,403938.0,86.60429057197621,62480.0
stockton20181020,2018-10-20,77,"Stockton, CA",37.9577016,-121.2907796,412494.0,376625.0,91.30435836642472,35869.0
ventura20181020,2018-10-20,66,"Ventura, CA",34.4458248,-119.0779359,687599.0,621875.0,90.4415218753954,65724.0
bakersfield20181020,2018-10-20,63,"Bakersfield, CA",35.3738712,-119.0194639,262684.0,237750.0,90.50798678259812,24934.0
sanjose20181020,2018-10-20,34,"San Jose, CA",37.3361905,-121.890583,1134425.0,1046750.0,92.27141503404808,87675.0
fresno20181020,2018-10-20,56,"Fresno, CA",36.7394421,-119.7848307,340223.0,273313.0,80.3334871540137,66910.0
riverside20181020,2018-10-20,13,"Riverside, CA",33.9533546,-117.3961623,398653.0,366313.0,91.88768176835494,32340.0
sanfrancisco20181020,2018-10-20,11,"San Francisco, CA",37.7790262,-122.419906,869205.0,815625.0,93.83574645797022,53580.0
losangeles-longbeach-anaheim20181020,2018-10-20,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,795341.0,637125.0,80.10714900904141,158216.0
sandiego20181027,2018-10-27,17,"San Diego, CA",32.7174202,-117.1627728,707538.0,570000.0,80.56104407113116,137538.0
sanjose20181027,2018-10-27,34,"San Jose, CA",37.3361905,-121.890583,1133909.0,1072500.0,94.58430967564416,61409.0
sacramento20181027,2018-10-27,25,"Sacramento, CA",38.5810606,-121.493895,466190.0,401250.0,86.07005727278577,64940.0
fresno20181027,2018-10-27,56,"Fresno, CA",36.7394421,-119.7848307,340197.0,274500.0,80.68854222700377,65697.0
stockton20181027,2018-10-27,77,"Stockton, CA",37.9577016,-121.2907796,412494.0,379375.0,91.97103473020212,33119.0
bakersfield20181027,2018-10-27,63,"Bakersfield, CA",35.3738712,-119.0194639,261930.0,235250.0,89.8140724621082,26680.0
ventura20181027,2018-10-27,66,"Ventura, CA",34.4458248,-119.0779359,687611.0,618125.0,89.89457702101915,69486.0
riverside20181027,2018-10-27,13,"Riverside, CA",33.9533546,-117.3961623,398528.0,363250.0,91.14792436165088,35278.0
sanfrancisco20181027,2018-10-27,11,"San Francisco, CA",37.7790262,-122.419906,869183.0,821250.0,94.48528100526586,47933.0
losangeles-longbeach-anaheim20181027,2018-10-27,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,794309.0,637500.0,80.25843846664208,156809.0
sandiego20181103,2018-11-03,17,"San Diego, CA",32.7174202,-117.1627728,707278.0,580938.0,82.1371511626263,126340.0
sacramento20181103,2018-11-03,25,"Sacramento, CA",38.5810606,-121.493895,465174.0,398250.0,85.61312541113648,66924.0
sanjose20181103,2018-11-03,34,"San Jose, CA",37.3361905,-121.890583,1133651.0,1110000.0,97.91373182752012,23651.0
fresno20181103,2018-11-03,56,"Fresno, CA",36.7394421,-119.7848307,340195.0,269000.0,79.07229677096959,71195.0
stockton20181103,2018-11-03,77,"Stockton, CA",37.9577016,-121.2907796,412487.0,373375.0,90.51800420376884,39112.0
bakersfield20181103,2018-11-03,63,"Bakersfield, CA",35.3738712,-119.0194639,261402.0,235250.0,89.99548587998561,26152.0
ventura20181103,2018-11-03,66,"Ventura, CA",34.4458248,-119.0779359,687366.0,604125.0,87.88985780501217,83241.0
riverside20181103,2018-11-03,13,"Riverside, CA",33.9533546,-117.3961623,398478.0,366250.0,91.91222602000612,32228.0
sanfrancisco20181103,2018-11-03,11,"San Francisco, CA",37.7790262,-122.419906,868671.0,819875.0,94.38268343250782,48796.0
losangeles-longbeach-anaheim20181103,2018-11-03,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,792772.0,640375.0,80.77669241597837,152397.0
stockton20181110,2018-11-10,77,"Stockton, CA",37.9577016,-121.2907796,410875.0,380250.0,92.5463948889565,30625.0
sandiego20181110,2018-11-10,17,"San Diego, CA",32.7174202,-117.1627728,705979.0,580938.0,82.28828336253628,125041.0
sacramento20181110,2018-11-10,25,"Sacramento, CA",38.5810606,-121.493895,463677.0,400750.0,86.42869928851334,62927.0
sanjose20181110,2018-11-10,34,"San Jose, CA",37.3361905,-121.890583,1133651.0,1100063.0,97.03718340124075,33588.0
bakersfield20181110,2018-11-10,63,"Bakersfield, CA",35.3738712,-119.0194639,261152.0,234988.0,89.98131356451415,26164.0
fresno20181110,2018-11-10,56,"Fresno, CA",36.7394421,-119.7848307,338868.0,276000.0,81.44764333014625,62868.0
ventura20181110,2018-11-10,66,"Ventura, CA",34.4458248,-119.0779359,686383.0,605452.0,88.20906112185179,80931.0
riverside20181110,2018-11-10,13,"Riverside, CA",33.9533546,-117.3961623,398254.0,367500.0,92.27779256454424,30754.0
sanfrancisco20181110,2018-11-10,11,"San Francisco, CA",37.7790262,-122.419906,864121.0,809625.0,93.6934757979496,54496.0
losangeles-longbeach-anaheim20181110,2018-11-10,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,790210.0,641625.0,81.1967704787335,148585.0
stockton20181117,2018-11-17,77,"Stockton, CA",37.9577016,-121.2907796,409263.0,383125.0,93.6133977417944,26138.0
sandiego20181117,2018-11-17,17,"San Diego, CA",32.7174202,-117.1627728,703642.0,583438.0,82.916881027568,120204.0
sacramento20181117,2018-11-17,25,"Sacramento, CA",38.5810606,-121.493895,462637.0,402500.0,87.0012558442148,60137.0
sanjose20181117,2018-11-17,34,"San Jose, CA",37.3361905,-121.890583,1128490.0,1060313.0,93.95856409892863,68177.0
bakersfield20181117,2018-11-17,63,"Bakersfield, CA",35.3738712,-119.0194639,261127.0,231925.0,88.81693582050113,29202.0
fresno20181117,2018-11-17,56,"Fresno, CA",36.7394421,-119.7848307,337318.0,276250.0,81.89601503625659,61068.0
ventura20181117,2018-11-17,66,"Ventura, CA",34.4458248,-119.0779359,683705.0,592202.0,86.61659633906437,91503.0
riverside20181117,2018-11-17,13,"Riverside, CA",33.9533546,-117.3961623,398129.0,368750.0,92.62073348085671,29379.0
sanfrancisco20181117,2018-11-17,11,"San Francisco, CA",37.7790262,-122.419906,858752.0,805000.0,93.74068415561186,53752.0
losangeles-longbeach-anaheim20181117,2018-11-17,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,786341.0,646625.0,82.23213593084934,139716.0
sandiego20181124,2018-11-24,17,"San Diego, CA",32.7174202,-117.1627728,702343.0,588311.0,83.76405830199775,114032.0
sanjose20181124,2018-11-24,34,"San Jose, CA",37.3361905,-121.890583,1103200.0,1055616.0,95.68672951414068,47584.0
sacramento20181124,2018-11-24,25,"Sacramento, CA",38.5810606,-121.493895,460860.0,401750.0,87.17397908258474,59110.0
fresno20181124,2018-11-24,56,"Fresno, CA",36.7394421,-119.7848307,335373.0,275875.0,82.25915622307103,59498.0
bakersfield20181124,2018-11-24,63,"Bakersfield, CA",35.3738712,-119.0194639,260599.0,231925.0,88.99688793894067,28674.0
ventura20181124,2018-11-24,66,"Ventura, CA",34.4458248,-119.0779359,681015.0,598452.0,87.87647849166318,82563.0
stockton20181124,2018-11-24,77,"Stockton, CA",37.9577016,-121.2907796,407650.0,394500.0,96.7741935483871,13150.0
riverside20181124,2018-11-24,13,"Riverside, CA",33.9533546,-117.3961623,398005.0,370000.0,92.96365623547442,28005.0
sanfrancisco20181124,2018-11-24,11,"San Francisco, CA",37.7790262,-122.419906,845740.0,805625.0,95.25681651571404,40115.0
losangeles-longbeach-anaheim20181124,2018-11-24,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,782219.0,645125.0,82.47370621271025,137094.0
sanjose20181201,2018-12-01,34,"San Jose, CA",37.3361905,-121.890583,1077881.0,1023741.0,94.97718208225211,54140.0
sandiego20181201,2018-12-01,17,"San Diego, CA",32.7174202,-117.1627728,701304.0,587371.0,83.75412089479028,113933.0
sacramento20181201,2018-12-01,25,"Sacramento, CA",38.5810606,-121.493895,460860.0,406750.0,88.25890726033937,54110.0
riverside20181201,2018-12-01,13,"Riverside, CA",33.9533546,-117.3961623,397830.0,372750.0,93.69579971344544,25080.0
stockton20181201,2018-12-01,77,"Stockton, CA",37.9577016,-121.2907796,407389.0,400375.0,98.27830402882748,7014.0
bakersfield20181201,2018-12-01,63,"Bakersfield, CA",35.3738712,-119.0194639,260373.0,230550.0,88.54604740122824,29823.0
ventura20181201,2018-12-01,66,"Ventura, CA",34.4458248,-119.0779359,678544.0,602952.0,88.85967601216723,75592.0
fresno20181201,2018-12-01,56,"Fresno, CA",36.7394421,-119.7848307,335112.0,277625.0,82.84543674950464,57487.0
sanfrancisco20181201,2018-12-01,11,"San Francisco, CA",37.7790262,-122.419906,833213.0,800750.0,96.10387739989656,32463.0
losangeles-longbeach-anaheim20181201,2018-12-01,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,779656.0,646500.0,82.92118575371703,133156.0
sanjose20181208,2018-12-08,34,"San Jose, CA",37.3361905,-121.890583,1052190.0,1024428.0,97.36150315057166,27762.0
sandiego20181208,2018-12-08,17,"San Diego, CA",32.7174202,-117.1627728,701304.0,584871.0,83.39764210670408,116433.0
sacramento20181208,2018-12-08,25,"Sacramento, CA",38.5810606,-121.493895,459845.0,405250.0,88.12752122997966,54595.0
fresno20181208,2018-12-08,56,"Fresno, CA",36.7394421,-119.7848307,334994.0,271875.0,81.15816999707457,63119.0
stockton20181208,2018-12-08,77,"Stockton, CA",37.9577016,-121.2907796,408974.0,403500.0,98.66152860573044,5474.0
bakersfield20181208,2018-12-08,63,"Bakersfield, CA",35.3738712,-119.0194639,260373.0,227250.0,87.27863488149693,33123.0
ventura20181208,2018-12-08,66,"Ventura, CA",34.4458248,-119.0779359,674835.0,598250.0,88.65129994739455,76585.0
riverside20181208,2018-12-08,13,"Riverside, CA",33.9533546,-117.3961623,397830.0,376375.0,94.6069929366815,21455.0
sanfrancisco20181208,2018-12-08,11,"San Francisco, CA",37.7790262,-122.419906,824725.0,799000.0,96.88077844129862,25725.0
losangeles-longbeach-anaheim20181208,2018-12-08,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,775813.0,646500.0,83.33193694872347,129313.0
sandiego20181215,2018-12-15,17,"San Diego, CA",32.7174202,-117.1627728,701304.0,589871.0,84.11059968287647,111433.0
sanjose20181215,2018-12-15,34,"San Jose, CA",37.3361905,-121.890583,1031287.0,1033553.0,100.21972544985051,-2266.0
sacramento20181215,2018-12-15,25,"Sacramento, CA",38.5810606,-121.493895,458601.0,406000.0,88.53011659372744,52601.0
fresno20181215,2018-12-15,56,"Fresno, CA",36.7394421,-119.7848307,334994.0,271813.0,81.13966220290513,63181.0
stockton20181215,2018-12-15,77,"Stockton, CA",37.9577016,-121.2907796,409242.0,403500.0,98.59691820487632,5742.0
bakersfield20181215,2018-12-15,63,"Bakersfield, CA",35.3738712,-119.0194639,260146.0,228500.0,87.835292489602,31646.0
ventura20181215,2018-12-15,66,"Ventura, CA",34.4458248,-119.0779359,672623.0,602000.0,89.50035904213803,70623.0
riverside20181215,2018-12-15,13,"Riverside, CA",33.9533546,-117.3961623,397581.0,372625.0,93.7230400849135,24956.0
sanfrancisco20181215,2018-12-15,11,"San Francisco, CA",37.7790262,-122.419906,817056.0,795995.0,97.4223309051032,21061.0
losangeles-longbeach-anaheim20181215,2018-12-15,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,773276.0,641563.0,82.96688375172641,131713.0
sandiego20181222,2018-12-22,17,"San Diego, CA",32.7174202,-117.1627728,701304.0,576748.0,82.23937122845443,124556.0
sacramento20181222,2018-12-22,25,"Sacramento, CA",38.5810606,-121.493895,459337.0,407250.0,88.66039530889086,52087.0
sanjose20181222,2018-12-22,34,"San Jose, CA",37.3361905,-121.890583,1029997.0,1008500.0,97.91290654244624,21497.0
fresno20181222,2018-12-22,56,"Fresno, CA",36.7394421,-119.7848307,334337.0,272563.0,81.5234329434074,61774.0
stockton20181222,2018-12-22,77,"Stockton, CA",37.9577016,-121.2907796,410855.0,396000.0,96.38436918134134,14855.0
bakersfield20181222,2018-12-22,63,"Bakersfield, CA",35.3738712,-119.0194639,259417.0,229750.0,88.56397229171566,29667.0
ventura20181222,2018-12-22,66,"Ventura, CA",34.4458248,-119.0779359,670167.0,597000.0,89.08227352286818,73167.0
riverside20181222,2018-12-22,13,"Riverside, CA",33.9533546,-117.3961623,396832.0,373875.0,94.21493226352716,22957.0
sanfrancisco20181222,2018-12-22,11,"San Francisco, CA",37.7790262,-122.419906,813477.0,785370.0,96.54483163015055,28107.0
losangeles-longbeach-anaheim20181222,2018-12-22,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,770743.0,635313.0,82.42864352968499,135430.0
sandiego20181229,2018-12-29,17,"San Diego, CA",32.7174202,-117.1627728,701304.0,567375.0,80.90286095616166,133929.0
sanjose20181229,2018-12-29,34,"San Jose, CA",37.3361905,-121.890583,1027381.0,989125.0,96.27635706714452,38256.0
fresno20181229,2018-12-29,56,"Fresno, CA",36.7394421,-119.7848307,332236.0,273813.0,82.41521087419787,58423.0
stockton20181229,2018-12-29,77,"Stockton, CA",37.9577016,-121.2907796,411124.0,399688.0,97.2183574785223,11436.0
bakersfield20181229,2018-12-29,63,"Bakersfield, CA",35.3738712,-119.0194639,257909.0,231750.0,89.8572752404918,26159.0
ventura20181229,2018-12-29,66,"Ventura, CA",34.4458248,-119.0779359,667724.0,594000.0,88.95891116688931,73724.0
sacramento20181229,2018-12-29,25,"Sacramento, CA",38.5810606,-121.493895,460352.0,401250.0,87.1615633254553,59102.0
riverside20181229,2018-12-29,13,"Riverside, CA",33.9533546,-117.3961623,395835.0,369875.0,93.44171182437128,25960.0
sanfrancisco20181229,2018-12-29,11,"San Francisco, CA",37.7790262,-122.419906,806034.0,770432.0,95.583064734242,35602.0
losangeles-longbeach-anaheim20181229,2018-12-29,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,768180.0,629813.0,81.98768517795308,138367.0
ventura20190105,2019-01-05,66,"Ventura, CA",34.4458248,-119.0779359,667748.0,585563.0,87.69221323014071,82185.0
bakersfield20190105,2019-01-05,63,"Bakersfield, CA",35.3738712,-119.0194639,256878.0,234000.0,91.09382664144069,22878.0
fresno20190105,2019-01-05,56,"Fresno, CA",36.7394421,-119.7848307,329739.0,279688.0,84.82102511380212,50051.0
stockton20190105,2019-01-05,77,"Stockton, CA",37.9577016,-121.2907796,408463.0,394688.0,96.62760152082318,13775.0
sandiego20190105,2019-01-05,17,"San Diego, CA",32.7174202,-117.1627728,701304.0,567750.0,80.9563327743746,133554.0
riverside20190105,2019-01-05,13,"Riverside, CA",33.9533546,-117.3961623,395586.0,366625.0,92.67896234952704,28961.0
losangeles-longbeach-anaheim20190105,2019-01-05,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,765592.0,629813.0,82.2648355782192,135779.0
sanfrancisco20190105,2019-01-05,11,"San Francisco, CA",37.7790262,-122.419906,796064.0,757245.0,95.12363327571651,38819.0
sacramento20190105,2019-01-05,25,"Sacramento, CA",38.5810606,-121.493895,462890.0,392750.0,84.84737194581867,70140.0
sanjose20190105,2019-01-05,34,"San Jose, CA",37.3361905,-121.890583,1022105.0,959313.0,93.85659986009264,62792.0
fresno20190112,2019-01-12,56,"Fresno, CA",36.7394421,-119.7848307,327375.0,276375.0,84.42153493699885,51000.0
bakersfield20190112,2019-01-12,63,"Bakersfield, CA",35.3738712,-119.0194639,255860.0,234625.0,91.70053935746112,21235.0
ventura20190112,2019-01-12,66,"Ventura, CA",34.4458248,-119.0779359,669959.0,590063.0,88.07449411083364,79896.0
sanjose20190112,2019-01-12,34,"San Jose, CA",37.3361905,-121.890583,1019525.0,973688.0,95.50408278364924,45837.0
sandiego20190112,2019-01-12,17,"San Diego, CA",32.7174202,-117.1627728,701291.0,566500.0,80.77959078328398,134791.0
riverside20190112,2019-01-12,13,"Riverside, CA",33.9533546,-117.3961623,395835.0,366875.0,92.68382027865148,28960.0
sanfrancisco20190112,2019-01-12,11,"San Francisco, CA",37.7790262,-122.419906,785838.0,743643.0,94.63057271346004,42195.0
