region_date,date,size_rank,region_name,latitude,longitude,list_price,sale_price,list_divided_by_sale,list_minus_sale
stockton20171202,2017-12-02,77,"Stockton, CA",37.9577016,-121.2907796,405749.0,374375.0,92.2676334384065,31374.0
sandiego20171202,2017-12-02,17,"San Diego, CA",32.7174202,-117.1627728,724551.0,558250.0,77.04771644784148,166301.0
riverside20171202,2017-12-02,13,"Riverside, CA",33.9533546,-117.3961623,388856.0,352438.0,90.63457938157056,36418.0
sanfrancisco20171202,2017-12-02,11,"San Francisco, CA",37.7790262,-122.419906,832625.0,781188.0,93.82230896261822,51437.0
losangeles-longbeach-anaheim20171202,2017-12-02,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,816608.0,618063.0,75.68662075316432,198545.0
sacramento20171202,2017-12-02,25,"Sacramento, CA",38.5810606,-121.493895,466824.0,388813.0,83.2889911401299,78011.0
sanjose20171202,2017-12-02,34,"San Jose, CA",37.3361905,-121.890583,1085136.0,993938.0,91.59570781911206,91198.0
bakersfield20171209,2017-12-09,63,"Bakersfield, CA",35.3738712,-119.0194639,261328.0,239063.0,91.48005571542276,22265.0
ventura20171209,2017-12-09,66,"Ventura, CA",34.4458248,-119.0779359,769937.0,601375.0,78.10703992664335,168562.0
fresno20171209,2017-12-09,56,"Fresno, CA",36.7394421,-119.7848307,340914.0,263250.0,77.21888804801212,77664.0
stockton20171209,2017-12-09,77,"Stockton, CA",37.9577016,-121.2907796,407093.0,370222.0,90.94285580936052,36871.0
sandiego20171209,2017-12-09,17,"San Diego, CA",32.7174202,-117.1627728,726731.0,559563.0,76.99726583839137,167168.0
riverside20171209,2017-12-09,13,"Riverside, CA",33.9533546,-117.3961623,388832.0,354500.0,91.17047979590156,34332.0
sanfrancisco20171209,2017-12-09,11,"San Francisco, CA",37.7790262,-122.419906,824955.0,776313.0,94.10367838245722,48642.0
losangeles-longbeach-anaheim20171209,2017-12-09,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,817633.0,621813.0,76.05037957127465,195820.0
sacramento20171209,2017-12-09,25,"Sacramento, CA",38.5810606,-121.493895,466595.0,388063.0,83.16912954489439,78532.0
sanjose20171209,2017-12-09,34,"San Jose, CA",37.3361905,-121.890583,1079975.0,1003313.0,92.90150234959142,76662.0
ventura20171216,2017-12-16,66,"Ventura, CA",34.4458248,-119.0779359,772394.0,584813.0,75.71433750132705,187581.0
bakersfield20171216,2017-12-16,63,"Bakersfield, CA",35.3738712,-119.0194639,260850.0,233000.0,89.3233659191106,27850.0
fresno20171216,2017-12-16,56,"Fresno, CA",36.7394421,-119.7848307,342904.0,266000.0,77.57273172666402,76904.0
stockton20171216,2017-12-16,77,"Stockton, CA",37.9577016,-121.2907796,408098.0,367722.0,90.10629799704974,40376.0
sandiego20171216,2017-12-16,17,"San Diego, CA",32.7174202,-117.1627728,729563.0,557063.0,76.35570882843565,172500.0
sanfrancisco20171216,2017-12-16,11,"San Francisco, CA",37.7790262,-122.419906,817286.0,768813.0,94.06902846739084,48473.0
losangeles-longbeach-anaheim20171216,2017-12-16,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,818658.0,616813.0,75.3444051117805,201845.0
riverside20171216,2017-12-16,13,"Riverside, CA",33.9533546,-117.3961623,388832.0,353250.0,90.8490041971854,35582.0
sacramento20171216,2017-12-16,25,"Sacramento, CA",38.5810606,-121.493895,466697.0,388000.0,83.1374532083986,78697.0
sanjose20171216,2017-12-16,34,"San Jose, CA",37.3361905,-121.890583,1077395.0,983938.0,91.32565122355312,93457.0
ventura20171223,2017-12-23,66,"Ventura, CA",34.4458248,-119.0779359,772161.0,568813.0,73.66507761982281,203348.0
bakersfield20171223,2017-12-23,63,"Bakersfield, CA",35.3738712,-119.0194639,260624.0,230375.0,88.39362453189268,30249.0
fresno20171223,2017-12-23,56,"Fresno, CA",36.7394421,-119.7848307,343968.0,267250.0,77.69618104009676,76718.0
stockton20171223,2017-12-23,77,"Stockton, CA",37.9577016,-121.2907796,408098.0,367472.0,90.04503820160843,40626.0
sandiego20171223,2017-12-23,17,"San Diego, CA",32.7174202,-117.1627728,733718.0,552438.0,75.29295996554535,181280.0
riverside20171223,2017-12-23,13,"Riverside, CA",33.9533546,-117.3961623,390053.0,355188.0,91.06147113341008,34865.0
sanfrancisco20171223,2017-12-23,11,"San Francisco, CA",37.7790262,-122.419906,814499.0,753938.0,92.56463175522624,60561.0
losangeles-longbeach-anaheim20171223,2017-12-23,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,818914.0,621250.0,75.86266689786717,197664.0
sacramento20171223,2017-12-23,25,"Sacramento, CA",38.5810606,-121.493895,467839.0,390500.0,83.4688856636578,77339.0
sanjose20171223,2017-12-23,34,"San Jose, CA",37.3361905,-121.890583,1083846.0,1001813.0,92.4313048163669,82033.0
ventura20171230,2017-12-30,66,"Ventura, CA",34.4458248,-119.0779359,772161.0,575813.0,74.57162431151016,196348.0
bakersfield20171230,2017-12-30,63,"Bakersfield, CA",35.3738712,-119.0194639,260398.0,230500.0,88.51834499496924,29898.0
fresno20171230,2017-12-30,56,"Fresno, CA",36.7394421,-119.7848307,343298.0,272625.0,79.4135124585637,70673.0
stockton20171230,2017-12-30,77,"Stockton, CA",37.9577016,-121.2907796,408098.0,373847.0,91.60716298536136,34251.0
sandiego20171230,2017-12-30,17,"San Diego, CA",32.7174202,-117.1627728,733744.0,556500.0,75.84389105737151,177244.0
riverside20171230,2017-12-30,13,"Riverside, CA",33.9533546,-117.3961623,391275.0,356438.0,91.09654335186252,34837.0
sanfrancisco20171230,2017-12-30,11,"San Francisco, CA",37.7790262,-122.419906,811943.0,749188.0,92.27100917182612,62755.0
losangeles-longbeach-anaheim20171230,2017-12-30,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,818914.0,618750.0,75.55738453610513,200164.0
sacramento20171230,2017-12-30,25,"Sacramento, CA",38.5810606,-121.493895,469870.0,393375.0,83.71996509672888,76495.0
sanjose20171230,2017-12-30,34,"San Jose, CA",37.3361905,-121.890583,1100607.0,989500.0,89.90493427717614,111107.0
ventura20180106,2018-01-06,66,"Ventura, CA",34.4458248,-119.0779359,769581.0,585813.0,76.12103209408755,183768.0
fresno20180106,2018-01-06,56,"Fresno, CA",36.7394421,-119.7848307,341963.0,272375.0,79.65043001728257,69588.0
bakersfield20180106,2018-01-06,63,"Bakersfield, CA",35.3738712,-119.0194639,259166.0,224250.0,86.52755376862706,34916.0
stockton20180106,2018-01-06,77,"Stockton, CA",37.9577016,-121.2907796,408098.0,371625.0,91.06268592347917,36473.0
sandiego20180106,2018-01-06,17,"San Diego, CA",32.7174202,-117.1627728,733486.0,553563.0,75.47015212287623,179923.0
riverside20180106,2018-01-06,13,"Riverside, CA",33.9533546,-117.3961623,392446.0,355188.0,90.50620977153544,37258.0
sanfrancisco20180106,2018-01-06,11,"San Francisco, CA",37.7790262,-122.419906,811687.0,732938.0,90.29810752174176,78749.0
losangeles-longbeach-anaheim20180106,2018-01-06,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,818914.0,612500.0,74.79417863170003,206414.0
sacramento20180106,2018-01-06,25,"Sacramento, CA",38.5810606,-121.493895,473854.0,391625.0,82.64676461526123,82229.0
sanjose20180106,2018-01-06,34,"San Jose, CA",37.3361905,-121.890583,1086930.0,990125.0,91.09372268683356,96805.0
ventura20180113,2018-01-13,66,"Ventura, CA",34.4458248,-119.0779359,765159.0,594500.0,77.69626966421357,170659.0
bakersfield20180113,2018-01-13,63,"Bakersfield, CA",35.3738712,-119.0194639,258889.0,226000.0,87.2960998729185,32889.0
fresno20180113,2018-01-13,56,"Fresno, CA",36.7394421,-119.7848307,339973.0,275375.0,80.99907933865337,64598.0
stockton20180113,2018-01-13,77,"Stockton, CA",37.9577016,-121.2907796,409780.0,371000.0,90.53638537751964,38780.0
sandiego20180113,2018-01-13,17,"San Diego, CA",32.7174202,-117.1627728,730655.0,549731.0,75.23810827271421,180924.0
sanfrancisco20180113,2018-01-13,11,"San Francisco, CA",37.7790262,-122.419906,810664.0,722938.0,89.17850058717298,87726.0
losangeles-longbeach-anaheim20180113,2018-01-13,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,818914.0,613250.0,74.88576334022864,205664.0
riverside20180113,2018-01-13,13,"Riverside, CA",33.9533546,-117.3961623,393692.0,356438.0,90.53727279192871,37254.0
sacramento20180113,2018-01-13,25,"Sacramento, CA",38.5810606,-121.493895,475148.0,385375.0,81.10630792931886,89773.0
sanjose20180113,2018-01-13,34,"San Jose, CA",37.3361905,-121.890583,1077898.0,994500.0,92.26290428222336,83398.0
ventura20180120,2018-01-20,66,"Ventura, CA",34.4458248,-119.0779359,761719.0,613000.0,80.47587102330387,148719.0
bakersfield20180120,2018-01-20,63,"Bakersfield, CA",35.3738712,-119.0194639,258198.0,227519.0,88.11803344719944,30679.0
fresno20180120,2018-01-20,56,"Fresno, CA",36.7394421,-119.7848307,338660.0,269125.0,79.46760763007146,69535.0
stockton20180120,2018-01-20,77,"Stockton, CA",37.9577016,-121.2907796,411151.0,373375.0,90.81213471449662,37776.0
sandiego20180120,2018-01-20,17,"San Diego, CA",32.7174202,-117.1627728,726759.0,552981.0,76.08863460927212,173778.0
riverside20180120,2018-01-20,13,"Riverside, CA",33.9533546,-117.3961623,392471.0,358250.0,91.28062965161756,34221.0
sanfrancisco20180120,2018-01-20,11,"San Francisco, CA",37.7790262,-122.419906,812198.0,716563.0,88.22516184477183,95635.0
losangeles-longbeach-anaheim20180120,2018-01-20,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,818914.0,604750.0,73.84780331023771,214164.0
sacramento20180120,2018-01-20,25,"Sacramento, CA",38.5810606,-121.493895,475275.0,381625.0,80.29561832623217,93650.0
sanjose20180120,2018-01-20,34,"San Jose, CA",37.3361905,-121.890583,1081482.0,976250.0,90.26964850085346,105232.0
bakersfield20180127,2018-01-27,63,"Bakersfield, CA",35.3738712,-119.0194639,258198.0,222706.0,86.25396013911805,35492.0
ventura20180127,2018-01-27,66,"Ventura, CA",34.4458248,-119.0779359,758273.0,608250.0,80.21517316322749,150023.0
fresno20180127,2018-01-27,56,"Fresno, CA",36.7394421,-119.7848307,338653.0,254500.0,75.15067045028391,84153.0
stockton20180127,2018-01-27,77,"Stockton, CA",37.9577016,-121.2907796,413301.0,363438.0,87.9354272068057,49863.0
sandiego20180127,2018-01-27,17,"San Diego, CA",32.7174202,-117.1627728,731954.0,544793.0,74.42995051601604,187161.0
riverside20180127,2018-01-27,13,"Riverside, CA",33.9533546,-117.3961623,391748.0,354500.0,90.49184679947314,37248.0
sanfrancisco20180127,2018-01-27,11,"San Francisco, CA",37.7790262,-122.419906,814755.0,705125.0,86.54442132911122,109630.0
losangeles-longbeach-anaheim20180127,2018-01-27,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,818914.0,601000.0,73.38987976759465,217914.0
sacramento20180127,2018-01-27,25,"Sacramento, CA",38.5810606,-121.493895,474768.0,375000.0,78.98594682034172,99768.0
sanjose20180127,2018-01-27,34,"San Jose, CA",37.3361905,-121.890583,1090269.0,966875.0,88.68224263920187,123394.0
bakersfield20180203,2018-02-03,63,"Bakersfield, CA",35.3738712,-119.0194639,260460.0,223944.0,85.98018889656761,36516.0
ventura20180203,2018-02-03,66,"Ventura, CA",34.4458248,-119.0779359,760607.0,591375.0,77.75040198157525,169232.0
fresno20180203,2018-02-03,56,"Fresno, CA",36.7394421,-119.7848307,339940.0,251813.0,74.07571924457257,88127.0
stockton20180203,2018-02-03,77,"Stockton, CA",37.9577016,-121.2907796,414644.0,364313.0,87.8616355234852,50331.0
sandiego20180203,2018-02-03,17,"San Diego, CA",32.7174202,-117.1627728,742577.0,544043.0,73.26418674427029,198534.0
riverside20180203,2018-02-03,13,"Riverside, CA",33.9533546,-117.3961623,391823.0,353750.0,90.2831125278506,38073.0
sanfrancisco20180203,2018-02-03,11,"San Francisco, CA",37.7790262,-122.419906,822680.0,704000.0,85.57397773131716,118680.0
losangeles-longbeach-anaheim20180203,2018-02-03,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,819145.0,599750.0,73.21658558619048,219395.0
sacramento20180203,2018-02-03,25,"Sacramento, CA",38.5810606,-121.493895,473321.0,377500.0,79.75559926561466,95821.0
sanjose20180203,2018-02-03,34,"San Jose, CA",37.3361905,-121.890583,1117563.0,933125.0,83.49641138799335,184438.0
ventura20180210,2018-02-10,66,"Ventura, CA",34.4458248,-119.0779359,763555.0,582313.0,76.26339949316028,181242.0
bakersfield20180210,2018-02-10,63,"Bakersfield, CA",35.3738712,-119.0194639,262497.0,225944.0,86.0748884749159,36553.0
fresno20180210,2018-02-10,56,"Fresno, CA",36.7394421,-119.7848307,339927.0,251938.0,74.11532476090454,87989.0
stockton20180210,2018-02-10,77,"Stockton, CA",37.9577016,-121.2907796,414093.0,365438.0,88.25022398350129,48655.0
sandiego20180210,2018-02-10,17,"San Diego, CA",32.7174202,-117.1627728,755019.0,544100.0,72.06441162407835,210919.0
riverside20180210,2018-02-10,13,"Riverside, CA",33.9533546,-117.3961623,391823.0,358000.0,91.36778596458096,33823.0
sanfrancisco20180210,2018-02-10,11,"San Francisco, CA",37.7790262,-122.419906,836741.0,716500.0,85.62984244826058,120241.0
losangeles-longbeach-anaheim20180210,2018-02-10,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,819375.0,601250.0,73.37909992372235,218125.0
sacramento20180210,2018-02-10,25,"Sacramento, CA",38.5810606,-121.493895,475859.0,382500.0,80.38095318150965,93359.0
sanjose20180210,2018-02-10,34,"San Jose, CA",37.3361905,-121.890583,1132789.0,938000.0,82.80447638527563,194789.0
ventura20180217,2018-02-17,66,"Ventura, CA",34.4458248,-119.0779359,764784.0,556063.0,72.70850331596895,208721.0
bakersfield20180217,2018-02-17,63,"Bakersfield, CA",35.3738712,-119.0194639,265448.0,224425.0,84.54574907326482,41023.0
fresno20180217,2018-02-17,56,"Fresno, CA",36.7394421,-119.7848307,337799.0,260188.0,77.02450273683462,77611.0
stockton20180217,2018-02-17,77,"Stockton, CA",37.9577016,-121.2907796,414093.0,365813.0,88.34078335059998,48280.0
sandiego20180217,2018-02-17,17,"San Diego, CA",32.7174202,-117.1627728,767746.0,540225.0,70.36506865551888,227521.0
riverside20180217,2018-02-17,13,"Riverside, CA",33.9533546,-117.3961623,394066.0,356750.0,90.53052026817842,37316.0
sanfrancisco20180217,2018-02-17,11,"San Francisco, CA",37.7790262,-122.419906,857193.0,727750.0,84.89920006346296,129443.0
losangeles-longbeach-anaheim20180217,2018-02-17,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,819606.0,608875.0,74.28874361583493,210731.0
sanjose20180217,2018-02-17,34,"San Jose, CA",37.3361905,-121.890583,1155785.0,969250.0,83.86075264863275,186535.0
sacramento20180217,2018-02-17,25,"Sacramento, CA",38.5810606,-121.493895,478397.0,388063.0,81.11735650516204,90334.0
ventura20180224,2018-02-24,66,"Ventura, CA",34.4458248,-119.0779359,765773.0,554938.0,72.46768951112145,210835.0
bakersfield20180224,2018-02-24,63,"Bakersfield, CA",35.3738712,-119.0194639,267961.0,225800.0,84.26599393195279,42161.0
fresno20180224,2018-02-24,56,"Fresno, CA",36.7394421,-119.7848307,333878.0,272188.0,81.52319110573323,61690.0
stockton20180224,2018-02-24,77,"Stockton, CA",37.9577016,-121.2907796,413287.0,379125.0,91.73407341629424,34162.0
sandiego20180224,2018-02-24,17,"San Diego, CA",32.7174202,-117.1627728,775279.0,546600.0,70.50365094372478,228679.0
riverside20180224,2018-02-24,13,"Riverside, CA",33.9533546,-117.3961623,395811.0,361750.0,91.39463026545498,34061.0
sanfrancisco20180224,2018-02-24,11,"San Francisco, CA",37.7790262,-122.419906,877645.0,745250.0,84.91474343270913,132395.0
losangeles-longbeach-anaheim20180224,2018-02-24,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,824474.0,618875.0,75.06300987053564,205599.0
sacramento20180224,2018-02-24,25,"Sacramento, CA",38.5810606,-121.493895,481696.0,392313.0,81.44410582608118,89383.0
sanjose20180224,2018-02-24,34,"San Jose, CA",37.3361905,-121.890583,1180559.0,1050875.0,89.01503440319374,129684.0
ventura20180303,2018-03-03,66,"Ventura, CA",34.4458248,-119.0779359,764766.0,560813.0,73.33131964548633,203953.0
fresno20180303,2018-03-03,56,"Fresno, CA",36.7394421,-119.7848307,332327.0,278875.0,83.91584192677693,53452.0
bakersfield20180303,2018-03-03,63,"Bakersfield, CA",35.3738712,-119.0194639,269470.0,229188.0,85.05139718707092,40282.0
stockton20180303,2018-03-03,77,"Stockton, CA",37.9577016,-121.2907796,411809.0,388000.0,94.21843621678984,23809.0
sandiego20180303,2018-03-03,17,"San Diego, CA",32.7174202,-117.1627728,777642.0,547850.0,70.45015572718552,229792.0
riverside20180303,2018-03-03,13,"Riverside, CA",33.9533546,-117.3961623,396833.0,366500.0,92.3562304546245,30333.0
sanfrancisco20180303,2018-03-03,11,"San Francisco, CA",37.7790262,-122.419906,895540.0,769250.0,85.8978940080845,126290.0
sacramento20180303,2018-03-03,25,"Sacramento, CA",38.5810606,-121.493895,485732.0,392313.0,80.76737789562969,93419.0
losangeles-longbeach-anaheim20180303,2018-03-03,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,832161.0,626375.0,75.27089108958482,205786.0
sanjose20180303,2018-03-03,34,"San Jose, CA",37.3361905,-121.890583,1202811.0,1082125.0,89.96633718846935,120686.0
ventura20180310,2018-03-10,66,"Ventura, CA",34.4458248,-119.0779359,764766.0,585250.0,76.52667613361473,179516.0
bakersfield20180310,2018-03-10,63,"Bakersfield, CA",35.3738712,-119.0194639,271732.0,224188.0,82.50334888787482,47544.0
fresno20180310,2018-03-10,56,"Fresno, CA",36.7394421,-119.7848307,332314.0,271438.0,81.68118105165595,60876.0
stockton20180310,2018-03-10,77,"Stockton, CA",37.9577016,-121.2907796,409673.0,393750.0,96.11324153654256,15923.0
sandiego20180310,2018-03-10,17,"San Diego, CA",32.7174202,-117.1627728,777928.0,550375.0,70.74883536779754,227553.0
riverside20180310,2018-03-10,13,"Riverside, CA",33.9533546,-117.3961623,398055.0,366375.0,92.04130082526284,31680.0
sanfrancisco20180310,2018-03-10,11,"San Francisco, CA",37.7790262,-122.419906,908067.0,773000.0,85.12587727557548,135067.0
losangeles-longbeach-anaheim20180310,2018-03-10,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,842180.0,630375.0,74.85038827804033,211805.0
sacramento20180310,2018-03-10,25,"Sacramento, CA",38.5810606,-121.493895,488270.0,395313.0,80.96196776373728,92957.0
sanjose20180310,2018-03-10,34,"San Jose, CA",37.3361905,-121.890583,1225778.0,1132250.0,92.36990711205456,93528.0
ventura20180317,2018-03-17,66,"Ventura, CA",34.4458248,-119.0779359,766500.0,587750.0,76.67971298108284,178750.0
fresno20180317,2018-03-17,56,"Fresno, CA",36.7394421,-119.7848307,334705.0,266938.0,79.75321551814284,67767.0
bakersfield20180317,2018-03-17,63,"Bakersfield, CA",35.3738712,-119.0194639,273494.0,226938.0,82.9773230856984,46556.0
stockton20180317,2018-03-17,77,"Stockton, CA",37.9577016,-121.2907796,406985.0,395375.0,97.14731501160976,11610.0
sandiego20180317,2018-03-17,17,"San Diego, CA",32.7174202,-117.1627728,777668.0,552250.0,71.01359449019375,225418.0
riverside20180317,2018-03-17,13,"Riverside, CA",33.9533546,-117.3961623,398304.0,366125.0,91.92099501888003,32179.0
sanfrancisco20180317,2018-03-17,11,"San Francisco, CA",37.7790262,-122.419906,915736.0,791750.0,86.46050826875869,123986.0
losangeles-longbeach-anaheim20180317,2018-03-17,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,852198.0,630000.0,73.92648187393071,222198.0
sacramento20180317,2018-03-17,25,"Sacramento, CA",38.5810606,-121.493895,490807.0,396000.0,80.6834458351246,94807.0
sanjose20180317,2018-03-17,34,"San Jose, CA",37.3361905,-121.890583,1238136.0,1162250.0,93.87094794109856,75886.0
bakersfield20180324,2018-03-24,63,"Bakersfield, CA",35.3738712,-119.0194639,276008.0,227375.0,82.37985855482451,48633.0
ventura20180324,2018-03-24,66,"Ventura, CA",34.4458248,-119.0779359,765517.0,585624.0,76.50045655419801,179893.0
fresno20180324,2018-03-24,56,"Fresno, CA",36.7394421,-119.7848307,338646.0,265688.0,78.45596876974777,72958.0
stockton20180324,2018-03-24,77,"Stockton, CA",37.9577016,-121.2907796,404298.0,395750.0,97.88571796051428,8548.0
sandiego20180324,2018-03-24,17,"San Diego, CA",32.7174202,-117.1627728,775304.0,557500.0,71.90727766140765,217804.0
riverside20180324,2018-03-24,13,"Riverside, CA",33.9533546,-117.3961623,399800.0,364875.0,91.26438219109556,34925.0
sanfrancisco20180324,2018-03-24,11,"San Francisco, CA",37.7790262,-122.419906,920849.0,811750.0,88.15234636731972,109099.0
losangeles-longbeach-anaheim20180324,2018-03-24,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,857579.0,631250.0,73.60837893651781,226329.0
sacramento20180324,2018-03-24,25,"Sacramento, CA",38.5810606,-121.493895,492330.0,398000.0,80.84008693356083,94330.0
sanjose20180324,2018-03-24,34,"San Jose, CA",37.3361905,-121.890583,1251039.0,1179375.0,94.27164141165862,71664.0
ventura20180331,2018-03-31,66,"Ventura, CA",34.4458248,-119.0779359,766278.0,581374.0,75.8698540216475,184904.0
bakersfield20180331,2018-03-31,63,"Bakersfield, CA",35.3738712,-119.0194639,278270.0,227750.0,81.84497071189851,50520.0
fresno20180331,2018-03-31,56,"Fresno, CA",36.7394421,-119.7848307,341274.0,265688.0,77.85181408487021,75586.0
stockton20180331,2018-03-31,77,"Stockton, CA",37.9577016,-121.2907796,404419.0,390875.0,96.65099809850676,13544.0
sandiego20180331,2018-03-31,17,"San Diego, CA",32.7174202,-117.1627728,775538.0,570000.0,73.49736569968202,205538.0
riverside20180331,2018-03-31,13,"Riverside, CA",33.9533546,-117.3961623,402292.0,362750.0,90.1708211945552,39542.0
losangeles-longbeach-anaheim20180331,2018-03-31,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,862473.0,640000.0,74.20522149678888,222473.0
sanfrancisco20180331,2018-03-31,11,"San Francisco, CA",37.7790262,-122.419906,920849.0,825000.0,89.59123591381432,95849.0
sacramento20180331,2018-03-31,25,"Sacramento, CA",38.5810606,-121.493895,493371.0,402750.0,81.63228077856218,90621.0
sanjose20180331,2018-03-31,34,"San Jose, CA",37.3361905,-121.890583,1261361.0,1209375.0,95.87857877324572,51986.0
ventura20180407,2018-04-07,66,"Ventura, CA",34.4458248,-119.0779359,771192.0,564124.0,73.1496177346238,207068.0
bakersfield20180407,2018-04-07,63,"Bakersfield, CA",35.3738712,-119.0194639,279527.0,236750.0,84.69664826653597,42777.0
fresno20180407,2018-04-07,56,"Fresno, CA",36.7394421,-119.7848307,343665.0,270000.0,78.5648814979704,73665.0
stockton20180407,2018-04-07,77,"Stockton, CA",37.9577016,-121.2907796,408181.0,394625.0,96.67892430073913,13556.0
sandiego20180407,2018-04-07,17,"San Diego, CA",32.7174202,-117.1627728,776058.0,572750.0,73.80247352646323,203308.0
sanfrancisco20180407,2018-04-07,11,"San Francisco, CA",37.7790262,-122.419906,920849.0,841250.0,91.35591177272278,79599.0
losangeles-longbeach-anaheim20180407,2018-04-07,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,865266.0,642500.0,74.25462227800467,222766.0
riverside20180407,2018-04-07,13,"Riverside, CA",33.9533546,-117.3961623,404810.0,361125.0,89.20851757614685,43685.0
sacramento20180407,2018-04-07,25,"Sacramento, CA",38.5810606,-121.493895,495909.0,402250.0,81.11367206483447,93659.0
sanjose20180407,2018-04-07,34,"San Jose, CA",37.3361905,-121.890583,1277332.0,1193750.0,93.45651717799288,83582.0
ventura20180414,2018-04-14,66,"Ventura, CA",34.4458248,-119.0779359,776583.0,576624.0,74.25143223583312,199959.0
bakersfield20180414,2018-04-14,63,"Bakersfield, CA",35.3738712,-119.0194639,279527.0,234500.0,83.8917170792088,45027.0
fresno20180414,2018-04-14,56,"Fresno, CA",36.7394421,-119.7848307,344978.0,268750.0,77.90351848523675,76228.0
stockton20180414,2018-04-14,77,"Stockton, CA",37.9577016,-121.2907796,412212.0,394500.0,95.70318185787896,17712.0
sandiego20180414,2018-04-14,17,"San Diego, CA",32.7174202,-117.1627728,776551.0,584000.0,75.20433300581675,192551.0
riverside20180414,2018-04-14,13,"Riverside, CA",33.9533546,-117.3961623,407302.0,360000.0,88.38650436285607,47302.0
sanfrancisco20180414,2018-04-14,11,"San Francisco, CA",37.7790262,-122.419906,919316.0,847500.0,92.18810506942118,71816.0
losangeles-longbeach-anaheim20180414,2018-04-14,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,868085.0,646250.0,74.44547480949446,221835.0
sacramento20180414,2018-04-14,25,"Sacramento, CA",38.5810606,-121.493895,498193.0,402250.0,80.74180086833817,95943.0
sanjose20180414,2018-04-14,34,"San Jose, CA",37.3361905,-121.890583,1283296.0,1170625.0,91.22018614567487,112671.0
ventura20180421,2018-04-21,66,"Ventura, CA",34.4458248,-119.0779359,782479.0,582500.0,74.44289239711226,199979.0
bakersfield20180421,2018-04-21,63,"Bakersfield, CA",35.3738712,-119.0194639,279150.0,234875.0,84.13935160308078,44275.0
fresno20180421,2018-04-21,56,"Fresno, CA",36.7394421,-119.7848307,346266.0,262500.0,75.80877129143491,83766.0
stockton20180421,2018-04-21,77,"Stockton, CA",37.9577016,-121.2907796,416243.0,387000.0,92.97453650872208,29243.0
sandiego20180421,2018-04-21,17,"San Diego, CA",32.7174202,-117.1627728,779175.0,584000.0,74.95107004203163,195175.0
riverside20180421,2018-04-21,13,"Riverside, CA",33.9533546,-117.3961623,408549.0,360000.0,88.11672528876585,48549.0
sanfrancisco20180421,2018-04-21,11,"San Francisco, CA",37.7790262,-122.419906,927212.0,847500.0,91.4030448268573,79712.0
losangeles-longbeach-anaheim20180421,2018-04-21,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,870903.0,644750.0,74.03235492356784,226153.0
sacramento20180421,2018-04-21,25,"Sacramento, CA",38.5810606,-121.493895,499335.0,403500.0,80.80747394034066,95835.0
sanjose20180421,2018-04-21,34,"San Jose, CA",37.3361905,-121.890583,1284587.0,1149500.0,89.48401314975163,135087.0
ventura20180428,2018-04-28,66,"Ventura, CA",34.4458248,-119.0779359,784199.0,590250.0,75.26788480985056,193949.0
fresno20180428,2018-04-28,56,"Fresno, CA",36.7394421,-119.7848307,346515.0,262500.0,75.75429635080732,84015.0
bakersfield20180428,2018-04-28,63,"Bakersfield, CA",35.3738712,-119.0194639,278522.0,233000.0,83.65586919525208,45522.0
stockton20180428,2018-04-28,77,"Stockton, CA",37.9577016,-121.2907796,420543.0,383750.0,91.25107301750356,36793.0
sandiego20180428,2018-04-28,17,"San Diego, CA",32.7174202,-117.1627728,779201.0,579000.0,74.30688615646027,200201.0
riverside20180428,2018-04-28,13,"Riverside, CA",33.9533546,-117.3961623,408773.0,363625.0,88.95523921589734,45148.0
sanfrancisco20180428,2018-04-28,11,"San Francisco, CA",37.7790262,-122.419906,940250.0,847500.0,90.13560223344857,92750.0
sacramento20180428,2018-04-28,25,"Sacramento, CA",38.5810606,-121.493895,499563.0,407750.0,81.62133704858046,91813.0
