,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
410,2018-08-18,550936.328311004,226377.27939177846,846144.4776215145,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
411,2018-08-18,550936.328311004,210270.76335215566,857475.6620967184,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
412,2018-08-18,550936.328311004,212506.76759975735,868132.3182743022,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
413,2018-08-18,550936.328311004,217064.26847896105,861523.7898233419,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
414,2018-08-18,550936.328311004,193156.8439582521,860473.69503233,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
415,2018-08-18,550936.328311004,241145.93198928918,862526.2121330269,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
416,2018-08-18,550936.328311004,234907.44501856357,859401.6676054483,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
417,2018-08-18,550936.328311004,218501.82030051714,846502.7505595174,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
418,2018-08-18,550936.328311004,215126.31496006926,840901.0507020573,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
419,2018-08-18,550936.328311004,214546.47576567286,831670.630123023,550936.328311004,550936.328311004,-16485.725448602934,-16485.725448602934,-16485.725448602934,-19182.605729960556,-19182.605729960556,-19182.605729960556,2696.880281357623,2696.880281357623,2696.880281357623,0.0,0.0,0.0,534450.602862401
420,2018-08-25,551289.5396520373,201405.60168661125,847159.607169131,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
421,2018-08-25,551289.5396520373,204810.35183907856,884647.2861380948,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
422,2018-08-25,551289.5396520373,200005.56291897682,850189.4069546974,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
423,2018-08-25,551289.5396520373,221053.42368808846,855537.7527892832,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
424,2018-08-25,551289.5396520373,220795.68313458413,836949.5833148381,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
425,2018-08-25,551289.5396520373,212937.66457186613,857452.2563425916,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
426,2018-08-25,551289.5396520373,223876.93877954967,845998.3451534143,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
427,2018-08-25,551289.5396520373,215061.84862833965,870855.4042102651,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
428,2018-08-25,551289.5396520373,223880.1651396216,863633.8736253846,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
429,2018-08-25,551289.5396520373,212677.18591016083,868987.078429348,551289.5396520373,551289.5396520373,-15931.11710389448,-15931.11710389448,-15931.11710389448,-19182.605729960556,-19182.605729960556,-19182.605729960556,3251.4886260660774,3251.4886260660774,3251.4886260660774,0.0,0.0,0.0,535358.4225481428
430,2018-09-01,551642.7509930705,227184.9516945081,843847.0743358652,551642.7509930705,551642.7509930705,-14856.256615976496,-14856.256615976496,-14856.256615976496,-19182.605729960556,-19182.605729960556,-19182.605729960556,4326.34911398406,4326.34911398406,4326.34911398406,0.0,0.0,0.0,536786.4943770941
431,2018-09-01,551642.7509930705,216268.47079416693,846533.3740076891,551642.7509930705,551642.7509930705,-14856.256615976496,-14856.256615976496,-14856.256615976496,-19182.605729960556,-19182.605729960556,-19182.605729960556,4326.34911398406,4326.34911398406,4326.34911398406,0.0,0.0,0.0,536786.4943770941
432,2018-09-01,551642.7509930705,236649.9088337672,866751.6615977552,551642.7509930705,551642.7509930705,-14856.256615976496,-14856.256615976496,-14856.256615976496,-19182.605729960556,-19182.605729960556,-19182.605729960556,4326.34911398406,4326.34911398406,4326.34911398406,0.0,0.0,0.0,536786.4943770941
433,2018-09-01,551642.7509930705,219349.1832014694,867501.0942514845,551642.7509930705,551642.7509930705,-14856.256615976496,-14856.256615976496,-14856.256615976496,-19182.605729960556,-19182.605729960556,-19182.605729960556,4326.34911398406,4326.34911398406,4326.34911398406,0.0,0.0,0.0,536786.4943770941
434,2018-09-01,551642.7509930705,225907.49614408362,861566.6269074996,551642.7509930705,551642.7509930705,-14856.256615976496,-14856.256615976496,-14856.256615976496,-19182.605729960556,-19182.605729960556,-19182.605729960556,4326.34911398406,4326.34911398406,4326.34911398406,0.0,0.0,0.0,536786.4943770941
435,2018-09-01,551642.7509930705,219326.9205879249,860587.4307291905,551642.7509930705,551642.7509930705,-14856.256615976496,-14856.256615976496,-14856.256615976496,-19182.605729960556,-19182.605729960556,-19182.605729960556,4326.34911398406,4326.34911398406,4326.34911398406,0.0,0.0,0.0,536786.4943770941
436,2018-09-01,551642.7509930705,222616.71634484635,869358.9494679088,551642.7509930705,551642.7509930705,-14856.256615976496,-14856.256615976496,-14856.256615976496,-19182.605729960556,-19182.605729960556,-19182.605729960556,4326.34911398406,4326.34911398406,4326.34911398406,0.0,0.0,0.0,536786.4943770941
