,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2017-11-04,232384.26856147355,233053.46762831684,236011.63222108586,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
1,2017-11-04,232384.26856147355,233143.02411770186,236054.99769004236,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
2,2017-11-04,232384.26856147355,233097.11969537416,236000.98272059084,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
3,2017-11-04,232384.26856147355,233171.3671171254,236164.7709767133,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
4,2017-11-04,232384.26856147355,233066.78570203113,235953.1705846659,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
5,2017-11-04,232384.26856147355,233012.171749812,236171.60360220197,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
6,2017-11-04,232384.26856147355,233181.9136156141,236057.96567861454,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
7,2017-11-04,232384.26856147355,233082.96263993284,236018.9099978328,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
8,2017-11-04,232384.26856147355,233149.28211682956,236085.9916987673,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
9,2017-11-04,232384.26856147355,233137.28228082857,236101.7122794763,232384.26856147358,232384.26856147358,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,2203.385727242651,0.0,0.0,0.0,234587.6542887162
10,2017-11-11,233824.1362325894,233942.374404407,236881.8273632468,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
11,2017-11-11,233824.1362325894,233911.73189507925,236949.96744195613,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
12,2017-11-11,233824.1362325894,233930.33289052744,236818.54460386097,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
13,2017-11-11,233824.1362325894,234060.0436050905,236730.77040501285,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
14,2017-11-11,233824.1362325894,233962.03397980158,236948.75998460845,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
15,2017-11-11,233824.1362325894,233876.22321110326,236913.51963463984,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
16,2017-11-11,233824.1362325894,234048.30216954436,236912.57820593638,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
17,2017-11-11,233824.1362325894,234007.07088740286,236904.51909429784,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
18,2017-11-11,233824.1362325894,233939.57683663757,236756.98873391678,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
19,2017-11-11,233824.1362325894,233962.28847661658,236919.09960232605,233824.1362325894,233824.1362325894,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,1619.2370362626043,0.0,0.0,0.0,235443.373268852
20,2017-11-18,235264.00390370522,234729.05622479817,237573.63957571433,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
21,2017-11-18,235264.00390370522,234554.02755138534,237628.763942556,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
22,2017-11-18,235264.00390370522,234727.54739902768,237735.1504062765,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
23,2017-11-18,235264.00390370522,234698.6769972908,237695.23328743427,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
24,2017-11-18,235264.00390370522,234777.68471637962,237691.74438570492,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
25,2017-11-18,235264.00390370522,234671.48884913934,237703.38054705187,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
26,2017-11-18,235264.00390370522,234739.70623359963,237739.5994258554,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
27,2017-11-18,235264.00390370522,234780.43847918435,237582.33777287888,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
28,2017-11-18,235264.00390370522,234756.1885642766,237692.3394282111,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
29,2017-11-18,235264.00390370522,234715.75077171944,237709.39607121324,235264.00390370522,235264.00390370522,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,959.7071896128059,0.0,0.0,0.0,236223.71109331804
30,2017-11-25,236703.87157482107,235440.0763832219,238428.79536611875,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
31,2017-11-25,236703.87157482107,235399.49134199007,238404.40302163287,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
32,2017-11-25,236703.87157482107,235514.66692421387,238410.45924170583,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
33,2017-11-25,236703.87157482107,235369.67460319563,238331.72605156177,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
34,2017-11-25,236703.87157482107,235453.2217602805,238484.90154966977,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
35,2017-11-25,236703.87157482107,235494.41396918142,238364.9654783366,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
36,2017-11-25,236703.87157482107,235467.57052545596,238313.24454719387,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
37,2017-11-25,236703.87157482107,235538.9090547527,238409.75389912326,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
38,2017-11-25,236703.87157482107,235474.48300012687,238405.68971225843,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
39,2017-11-25,236703.87157482107,235519.58877913814,238418.46287392342,236703.87157482107,236703.87157482107,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,215.21712761693598,0.0,0.0,0.0,236919.088702438
40,2017-12-02,238143.73924593691,236154.57227641362,239216.94741298753,238143.73924593691,238143.73924593691,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,0.0,0.0,0.0,237641.79310339253
41,2017-12-02,238143.73924593691,236246.80811089065,239189.24657441388,238143.73924593691,238143.73924593691,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,0.0,0.0,0.0,237641.79310339253
42,2017-12-02,238143.73924593691,236166.85562474764,239056.0208229993,238143.73924593691,238143.73924593691,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,0.0,0.0,0.0,237641.79310339253
43,2017-12-02,238143.73924593691,236161.7220281262,239059.8160205507,238143.73924593691,238143.73924593691,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,-501.9461425443978,0.0,0.0,0.0,237641.79310339253
