,list_price,sale_price,list_divided_by_sale,list_minus_sale
2017,583102.6444444444,491099.40462962963,84.49302203330184,92003.23981481482
2018,601525.4480769231,512144.06650641025,85.10759966911013,89381.38157051282
2019,607647.2192307692,516513.7580128205,85.07504855326752,91133.46121794872
2020,666510.0931089744,552505.598878205,83.50038358735516,114004.49423076924
2021,677736.1110632183,596916.4073275862,88.02748746409745,80819.70373563218
